sg_uf,regional,curso,no_curso_aj,vagas,concluintes,demanda,qtd_bolsas_elegiveis
MG,SRE CONSELHEIRO LAFAIETE,Computação,computacao,0,0,3,0
MG,SRE CORONEL FABRICIANO,Pedagogia,pedagogia,906,32,71,39
MG,SRE CORONEL FABRICIANO,Educação física,educacaofisica,80,5,3,0
MG,SRE CORONEL FABRICIANO,Matemática,matematica,100,0,10,10
MG,SRE DIAMANTINA,Biologia,biologia,153,20,1,0
MG,SRE DIAMANTINA,Educação física,educacaofisica,106,14,4,0
MG,SRE DIAMANTINA,Geografia,geografia,101,11,4,0
MG,SRE DIAMANTINA,História,historia,188,23,4,0
MG,SRE DIAMANTINA,Pedagogia,pedagogia,123,36,71,35
MG,SRE DIAMANTINA,Química,quimica,90,9,1,0
MG,SRE DIVINÓPOLIS,Biologia,biologia,254,20,2,0
MG,SRE DIVINÓPOLIS,Educação física,educacaofisica,70,0,6,6
MG,SRE DIVINÓPOLIS,Física,fisica,80,2,2,0
MG,SRE DIVINÓPOLIS,Pedagogia,pedagogia,348,54,142,88
MG,SRE DIVINÓPOLIS,História,historia,46,3,6,3
MG,SRE DIVINÓPOLIS,Matemática,matematica,90,12,18,6
MG,SRE DIVINÓPOLIS,Química,quimica,40,10,2,0
MG,SRE GOVERNADOR VALADARES,Pedagogia,pedagogia,312,16,104,88
MG,SRE GOVERNADOR VALADARES,Educação física,educacaofisica,0,3,5,0
MG,SRE GUANHÃES,Biologia,biologia,71,11,1,0
MG,SRE GUANHÃES,Matemática,matematica,65,15,7,0
MG,SRE GUANHÃES,Educação física,educacaofisica,31,12,3,0
MG,SRE GUANHÃES,Geografia,geografia,31,3,3,0
MG,SRE GUANHÃES,História,historia,31,3,3,0
MG,SRE GUANHÃES,Língua Portuguesa,linguaportuguesa,36,8,7,0
MG,SRE GUANHÃES,Pedagogia,pedagogia,32,5,40,27
MG,SRE ITAJUBÁ,Biologia,biologia,21,10,1,0
MG,SRE ITAJUBÁ,Física,fisica,140,14,1,0
MG,SRE ITAJUBÁ,Matemática,matematica,78,8,6,0
MG,SRE ITAJUBÁ,Química,quimica,102,12,1,0
MG,SRE ITAJUBÁ,Pedagogia,pedagogia,70,20,45,25
MG,SRE ITUIUTABA,Biologia,biologia,141,10,1,0
MG,SRE ITUIUTABA,Física,fisica,88,5,1,0
MG,SRE ITUIUTABA,Geografia,geografia,0,20,2,0
MG,SRE ITUIUTABA,História,historia,0,14,2,0
MG,SRE ITUIUTABA,Matemática,matematica,69,6,4,0
MG,SRE ITUIUTABA,Pedagogia,pedagogia,179,40,27,0
MG,SRE ITUIUTABA,Química,quimica,98,11,1,0
MG,SRE ITUIUTABA,Educação física,educacaofisica,15,2,2,0
MG,SRE JANAÚBA,Língua Portuguesa,linguaportuguesa,12,6,10,4
MG,SRE JANAÚBA,Pedagogia,pedagogia,361,31,65,34
MG,SRE JANUÁRIA,Educação física,educacaofisica,86,26,6,0
MG,SRE JANUÁRIA,Inglês,ingles,8,2,6,4
MG,SRE JANUÁRIA,Língua Portuguesa,linguaportuguesa,63,13,15,2
MG,SRE JANUÁRIA,Pedagogia,pedagogia,87,13,71,58
MG,SRE JANUÁRIA,Biologia,biologia,53,30,2,0
MG,SRE JANUÁRIA,Física,fisica,43,6,2,0
MG,SRE JANUÁRIA,Matemática,matematica,145,15,15,0
MG,SRE JANUÁRIA,História,historia,100,9,6,0
MG,SRE JUIZ DE FORA,Artes,artes,94,19,6,0
MG,SRE JUIZ DE FORA,Biologia,biologia,139,32,2,0
MG,SRE JUIZ DE FORA,Sociologia,sociologia,10,11,2,0
MG,SRE JUIZ DE FORA,Educação física,educacaofisica,437,23,6,0
MG,SRE JUIZ DE FORA,Filosofia,filosofia,60,21,2,0
MG,SRE JUIZ DE FORA,Física,fisica,245,15,2,0
MG,SRE JUIZ DE FORA,Geografia,geografia,13,24,6,0
MG,SRE JUIZ DE FORA,História,historia,5,49,6,0
MG,SRE JUIZ DE FORA,Matemática,matematica,229,19,15,0
MG,SRE JUIZ DE FORA,Pedagogia,pedagogia,1121,110,104,0
MG,SRE JUIZ DE FORA,Química,quimica,128,9,2,0
MG,SRE LEOPOLDINA,Pedagogia,pedagogia,52,33,30,0
MG,SRE LEOPOLDINA,Biologia,biologia,30,6,1,0
MG,SRE LEOPOLDINA,Educação física,educacaofisica,130,28,2,0
MG,SRE MANHUAÇU,Educação física,educacaofisica,1050,42,3,0
MG,SRE MANHUAÇU,Pedagogia,pedagogia,520,1,59,58
MG,SRE MANHUAÇU,Biologia,biologia,100,10,1,0
MG,Belo Horizonte,Artes,artes,278,60,13,0
MG,Belo Horizonte,Biologia,biologia,274,119,5,0
MG,Belo Horizonte,Sociologia,sociologia,111,28,5,0
MG,Belo Horizonte,Educação física,educacaofisica,1627,71,13,0
MG,Belo Horizonte,Filosofia,filosofia,139,20,5,0
MG,Belo Horizonte,Física,fisica,229,36,5,0
MG,Belo Horizonte,Geografia,geografia,201,70,13,0
MG,Belo Horizonte,História,historia,439,146,13,0
MG,Belo Horizonte,Língua Portuguesa,linguaportuguesa,703,292,37,0
MG,Belo Horizonte,Matemática,matematica,262,59,37,0
MG,Belo Horizonte,Pedagogia,pedagogia,1390,403,263,0
MG,Belo Horizonte,Química,quimica,67,31,5,0
MG,SRE METROPOLITANA B,Biologia,biologia,65,3,4,1
MG,SRE METROPOLITANA B,Pedagogia,pedagogia,431,62,205,143
MG,SRE METROPOLITANA B,História,historia,72,0,11,11
MG,SRE METROPOLITANA B,Matemática,matematica,65,3,32,29
MG,SRE METROPOLITANA B,Sociologia,sociologia,56,0,4,4
MG,SRE METROPOLITANA B,Educação física,educacaofisica,176,1,11,10
MG,SRE METROPOLITANA B,Física,fisica,40,0,4,4
MG,SRE MONTE CARMELO,Pedagogia,pedagogia,101,31,18,0
MG,SRE MONTE CARMELO,Biologia,biologia,102,4,1,0
MG,SRE MONTES CLAROS,Pedagogia,pedagogia,223,82,128,46
MG,SRE MONTES CLAROS,Artes,artes,244,31,8,0
MG,SRE MONTES CLAROS,Biologia,biologia,73,12,3,0
MG,SRE MONTES CLAROS,Educação física,educacaofisica,300,38,8,0
MG,SRE MONTES CLAROS,Filosofia,filosofia,93,8,3,0
MG,SRE MONTES CLAROS,Física,fisica,37,0,3,3
MG,SRE MONTES CLAROS,Geografia,geografia,83,41,8,0
MG,SRE MONTES CLAROS,História,historia,128,20,8,0
MG,SRE MONTES CLAROS,Inglês,ingles,116,16,8,0
MG,SRE MONTES CLAROS,Língua Portuguesa,linguaportuguesa,147,30,20,0
MG,SRE MONTES CLAROS,Matemática,matematica,122,20,20,0
MG,SRE MURIAÉ,Educação física,educacaofisica,105,4,2,0
MG,SRE MURIAÉ,Biologia,biologia,90,14,1,0
MG,SRE MURIAÉ,História,historia,55,7,2,0
MG,SRE MURIAÉ,Matemática,matematica,40,1,4,3
MG,SRE MURIAÉ,Pedagogia,pedagogia,135,23,36,13
MG,SRE NOVA ERA,Pedagogia,pedagogia,15,0,49,15
MG,SRE OURO PRETO,História,historia,136,33,2,0
MG,SRE OURO PRETO,Língua Portuguesa,linguaportuguesa,145,23,5,0
MG,SRE OURO PRETO,Inglês,ingles,62,1,2,1
MG,SRE OURO PRETO,Pedagogia,pedagogia,122,17,43,26
MG,SRE OURO PRETO,Artes,artes,62,29,2,0
MG,SRE OURO PRETO,Biologia,biologia,37,14,1,0
MG,SRE OURO PRETO,Educação física,educacaofisica,40,19,2,0
MG,SRE OURO PRETO,Filosofia,filosofia,51,4,1,0
MG,SRE OURO PRETO,Física,fisica,141,6,1,0
MG,SRE OURO PRETO,Matemática,matematica,76,6,5,0
MG,SRE OURO PRETO,Química,quimica,139,5,1,0
MG,SRE OURO PRETO,Geografia,geografia,70,12,2,0
MG,SRE PARÁ DE MINAS,Pedagogia,pedagogia,20,20,62,0
MG,SRE PARÁ DE MINAS,Biologia,biologia,36,17,1,0
MG,SRE PARÁ DE MINAS,Educação física,educacaofisica,70,18,3,0
MG,SRE PARÁ DE MINAS,Física,fisica,36,7,1,0
MG,SRE PARÁ DE MINAS,Matemática,matematica,36,7,7,0
MG,SRE PARÁ DE MINAS,Química,quimica,36,11,1,0
MG,SRE PARACATU,Pedagogia,pedagogia,15,2,35,13
MG,SRE PARACATU,Educação física,educacaofisica,240,1,2,1
MG,SRE PARACATU,Matemática,matematica,81,1,4,3
MG,SRE PASSOS,Educação física,educacaofisica,1,10,2,0
MG,SRE PASSOS,Pedagogia,pedagogia,41,19,52,22
MG,SRE PASSOS,Matemática,matematica,170,25,6,0
MG,SRE PASSOS,Biologia,biologia,40,12,1,0
MG,SRE PASSOS,Física,fisica,75,2,1,0
MG,SRE PASSOS,História,historia,60,8,2,0
MG,SRE PASSOS,Língua Portuguesa,linguaportuguesa,60,8,6,0
MG,SRE PATOS DE MINAS,Biologia,biologia,91,9,1,0
MG,SRE PATOS DE MINAS,Educação física,educacaofisica,60,15,3,0
MG,SRE PATOS DE MINAS,História,historia,86,16,3,0
MG,SRE PATOS DE MINAS,Pedagogia,pedagogia,94,28,52,24
MG,SRE PATROCÍNIO,Biologia,biologia,50,4,1,0
MG,SRE PATROCÍNIO,Educação física,educacaofisica,50,0,2,2
MG,SRE PATROCÍNIO,Pedagogia,pedagogia,50,6,33,27
MG,SRE PIRAPORA,Geografia,geografia,0,2,2,0
MG,SRE PIRAPORA,Pedagogia,pedagogia,77,8,29,21
MG,SRE POÇOS DE CALDAS,Biologia,biologia,202,41,1,0
MG,SRE POÇOS DE CALDAS,Educação física,educacaofisica,53,28,3,0
MG,SRE POÇOS DE CALDAS,Pedagogia,pedagogia,56,1,69,55
MG,SRE POÇOS DE CALDAS,Geografia,geografia,73,16,3,0
MG,SRE PONTE NOVA,Matemática,matematica,3,21,8,0
MG,SRE PONTE NOVA,Pedagogia,pedagogia,250,76,63,0
MG,SRE PONTE NOVA,Biologia,biologia,22,33,1,0
MG,SRE PONTE NOVA,Sociologia,sociologia,0,15,1,0
MG,SRE PONTE NOVA,Artes,artes,5,19,3,0
MG,SRE PONTE NOVA,Educação física,educacaofisica,86,24,3,0
MG,SRE PONTE NOVA,Física,fisica,0,4,1,0
MG,SRE PONTE NOVA,Geografia,geografia,2,14,3,0
MG,SRE PONTE NOVA,História,historia,0,34,3,0
MG,SRE PONTE NOVA,Língua Portuguesa,linguaportuguesa,17,50,8,0
MG,SRE PONTE NOVA,Química,quimica,4,21,1,0
MG,SRE POUSO ALEGRE,Biologia,biologia,35,11,1,0
MG,SRE POUSO ALEGRE,História,historia,38,11,4,0
MG,SRE POUSO ALEGRE,Matemática,matematica,101,26,11,0
MG,SRE POUSO ALEGRE,Pedagogia,pedagogia,172,35,100,65
MG,SRE POUSO ALEGRE,Educação física,educacaofisica,0,0,4,0
MG,SRE POUSO ALEGRE,Química,quimica,55,16,1,0
MG,SRE SÃO JOÃO DEL REI,Biologia,biologia,25,15,1,0
MG,SRE SÃO JOÃO DEL REI,Educação física,educacaofisica,20,14,2,0
MG,SRE SÃO JOÃO DEL REI,Filosofia,filosofia,66,13,1,0
MG,SRE SÃO JOÃO DEL REI,Física,fisica,37,4,1,0
MG,SRE SÃO JOÃO DEL REI,Geografia,geografia,36,15,2,0
MG,SRE SÃO JOÃO DEL REI,História,historia,31,24,2,0
MG,SRE SÃO JOÃO DEL REI,Língua Portuguesa,linguaportuguesa,111,41,4,0
MG,SRE SÃO JOÃO DEL REI,Inglês,ingles,45,20,2,0
MG,SRE SÃO JOÃO DEL REI,Matemática,matematica,80,16,4,0
MG,SRE SÃO JOÃO DEL REI,Artes,artes,87,49,2,0
MG,SRE SÃO JOÃO DEL REI,Pedagogia,pedagogia,51,30,36,6
MG,SRE SÃO JOÃO DEL REI,Química,quimica,37,12,1,0
MG,SRE SÃO SEBASTIÃO DO PARAÍSO,Educação física,educacaofisica,249,1,2,1
MG,SRE SÃO SEBASTIÃO DO PARAÍSO,Pedagogia,pedagogia,480,17,46,29
MG,SRE SETE LAGOAS,Educação física,educacaofisica,0,0,3,0
MG,SRE SETE LAGOAS,Pedagogia,pedagogia,14,7,67,7
MG,SRE TEÓFILO OTONI,Pedagogia,pedagogia,991,11,89,78
MG,SRE TEÓFILO OTONI,Educação física,educacaofisica,200,2,6,4
MG,SRE TEÓFILO OTONI,Matemática,matematica,245,4,17,13
MG,SRE UBÁ,Educação física,educacaofisica,186,23,2,0
MG,SRE UBÁ,Matemática,matematica,70,8,6,0
MG,SRE UBÁ,Biologia,biologia,30,0,1,1
MG,SRE UBÁ,Química,quimica,30,0,1,1
MG,SRE UBÁ,Pedagogia,pedagogia,161,37,56,19
MG,SRE UBERABA,Educação física,educacaofisica,157,12,6,0
MG,SRE UBERABA,Pedagogia,pedagogia,310,23,124,101
MG,SRE UBERABA,Geografia,geografia,139,21,6,0
MG,SRE UBERABA,Biologia,biologia,390,86,2,0
MG,SRE UBERABA,Química,quimica,289,27,2,0
MG,SRE UBERABA,Física,fisica,109,4,2,0
MG,SRE UBERABA,História,historia,109,45,6,0
MG,SRE UBERABA,Matemática,matematica,109,19,16,0
MG,SRE UBERLÂNDIA,Pedagogia,pedagogia,324,152,123,0
MG,SRE UBERLÂNDIA,Artes,artes,18,66,6,0
MG,SRE UBERLÂNDIA,Biologia,biologia,169,55,2,0
MG,SRE UBERLÂNDIA,Sociologia,sociologia,6,21,2,0
MG,SRE UBERLÂNDIA,Educação física,educacaofisica,186,61,6,0
MG,SRE UBERLÂNDIA,Filosofia,filosofia,15,21,2,0
MG,SRE UBERLÂNDIA,Física,fisica,109,13,2,0
MG,SRE UBERLÂNDIA,Geografia,geografia,4,25,6,0
MG,SRE UBERLÂNDIA,História,historia,10,77,6,0
MG,SRE UBERLÂNDIA,Inglês,ingles,78,9,6,0
MG,SRE UBERLÂNDIA,Língua Portuguesa,linguaportuguesa,118,33,19,0
MG,SRE UBERLÂNDIA,Matemática,matematica,4,17,19,0
MG,SRE UBERLÂNDIA,Química,quimica,54,13,2,0
MG,SRE UBERLÂNDIA,Computação,computacao,38,4,6,2
MG,SRE UNAÍ,Biologia,biologia,2,7,1,0
MG,SRE UNAÍ,Inglês,ingles,1,1,2,0
MG,SRE UNAÍ,Língua Portuguesa,linguaportuguesa,72,5,6,1
MG,SRE UNAÍ,Educação física,educacaofisica,100,4,2,0
MG,SRE UNAÍ,Pedagogia,pedagogia,100,7,33,26
MG,SRE VARGINHA,Biologia,biologia,405,36,2,0
MG,SRE VARGINHA,Sociologia,sociologia,59,19,2,0
MG,SRE VARGINHA,Física,fisica,291,7,2,0
MG,SRE VARGINHA,Geografia,geografia,119,13,5,0
MG,SRE VARGINHA,História,historia,174,20,5,0
MG,SRE VARGINHA,Língua Portuguesa,linguaportuguesa,0,25,14,0
MG,SRE VARGINHA,Inglês,ingles,2,2,5,0
MG,SRE VARGINHA,Matemática,matematica,230,14,14,0
MG,SRE VARGINHA,Pedagogia,pedagogia,857,80,118,38
MG,SRE VARGINHA,Química,quimica,239,0,2,2
MG,SRE VARGINHA,Computação,computacao,0,0,5,0
MG,SRE VARGINHA,Educação física,educacaofisica,100,2,5,3
SP,ADAMANTINA,Biologia,biologia,60,4,1,0
SP,ADAMANTINA,Educação física,educacaofisica,181,23,2,0
SP,ADAMANTINA,História,historia,60,4,2,0
SP,ADAMANTINA,Matemática,matematica,60,6,5,0
SP,ADAMANTINA,Pedagogia,pedagogia,380,60,47,0
SP,BAURU,Pedagogia,pedagogia,338,105,87,0
SP,AMERICANA,Pedagogia,pedagogia,480,50,61,11
SP,AMERICANA,Educação física,educacaofisica,240,10,4,0
SP,MOGI MIRIM,Biologia,biologia,100,1,2,1
SP,MOGI MIRIM,Educação física,educacaofisica,210,1,4,3
SP,MOGI MIRIM,Pedagogia,pedagogia,416,35,103,68
SP,ANDRADINA,Educação física,educacaofisica,50,2,2,0
SP,ARACATUBA,Biologia,biologia,230,8,1,0
SP,ARACATUBA,Educação física,educacaofisica,612,13,2,0
SP,ARACATUBA,História,historia,0,0,2,0
SP,ARACATUBA,Pedagogia,pedagogia,255,18,49,31
SP,ARARAQUARA,Sociologia,sociologia,0,46,1,0
SP,ARARAQUARA,Língua Portuguesa,linguaportuguesa,0,99,8,0
SP,ARARAQUARA,Pedagogia,pedagogia,470,105,85,0
SP,ARARAQUARA,Química,quimica,113,31,1,0
SP,ARARAQUARA,Educação física,educacaofisica,291,10,3,0
SP,ARARAQUARA,Biologia,biologia,92,24,1,0
SP,ARARAQUARA,Matemática,matematica,41,8,8,0
SP,PIRASSUNUNGA,Biologia,biologia,153,53,1,0
SP,PIRASSUNUNGA,Física,fisica,45,12,1,0
SP,PIRASSUNUNGA,Química,quimica,60,24,1,0
SP,PIRASSUNUNGA,Educação física,educacaofisica,77,20,3,0
SP,PIRASSUNUNGA,Pedagogia,pedagogia,176,104,77,0
SP,ASSIS,Biologia,biologia,116,20,1,0
SP,ASSIS,História,historia,116,51,2,0
SP,ASSIS,Inglês,ingles,0,27,2,0
SP,ASSIS,Pedagogia,pedagogia,232,8,42,34
SP,ASSIS,Química,quimica,91,3,1,0
SP,BRAGANCA PAULISTA,Artes,artes,50,3,3,0
SP,BRAGANCA PAULISTA,Pedagogia,pedagogia,448,102,83,0
SP,AVARE,Educação física,educacaofisica,120,5,2,0
SP,AVARE,Pedagogia,pedagogia,120,11,34,23
SP,AVARE,Artes,artes,50,1,2,1
SP,AVARE,História,historia,50,3,2,0
SP,AVARE,Língua Portuguesa,linguaportuguesa,90,6,4,0
SP,AVARE,Matemática,matematica,50,1,4,3
SP,AVARE,Biologia,biologia,42,7,1,0
SP,JAU,Pedagogia,pedagogia,250,34,67,33
SP,BARRETOS,Biologia,biologia,44,15,1,0
SP,BARRETOS,Educação física,educacaofisica,11,17,2,0
SP,BARRETOS,Pedagogia,pedagogia,232,54,51,0
SP,BARRETOS,História,historia,240,0,2,2
SP,BARRETOS,Química,quimica,42,6,1,0
SP,RIBEIRAO PRETO,Educação física,educacaofisica,1217,12,5,0
SP,RIBEIRAO PRETO,Pedagogia,pedagogia,2169,125,137,12
SP,BAURU,Artes,artes,36,38,4,0
SP,BAURU,Biologia,biologia,136,53,2,0
SP,BAURU,Educação física,educacaofisica,357,44,4,0
SP,BAURU,Física,fisica,0,11,2,0
SP,BAURU,Matemática,matematica,59,27,10,0
SP,BAURU,Química,quimica,0,15,2,0
SP,BAURU,História,historia,40,24,4,0
SP,JABOTICABAL,Educação física,educacaofisica,0,1,2,0
SP,JABOTICABAL,Pedagogia,pedagogia,541,34,51,17
SP,SANTOS,Pedagogia,pedagogia,1816,167,106,0
SP,BIRIGUI,Pedagogia,pedagogia,562,20,27,7
SP,BIRIGUI,Física,fisica,41,2,1,0
SP,BIRIGUI,Matemática,matematica,42,11,3,0
SP,ITU,Pedagogia,pedagogia,706,48,105,57
SP,BOTUCATU,Biologia,biologia,4,27,1,0
SP,BOTUCATU,Pedagogia,pedagogia,332,42,62,20
SP,BOTUCATU,Educação física,educacaofisica,0,0,3,0
SP,BRAGANCA PAULISTA,Biologia,biologia,80,3,1,0
SP,BRAGANCA PAULISTA,Educação física,educacaofisica,120,0,3,3
SP,BRAGANCA PAULISTA,História,historia,90,0,3,3
SP,BRAGANCA PAULISTA,Matemática,matematica,43,12,10,0
SP,GUARATINGUETA,Filosofia,filosofia,64,18,1,0
SP,Campinas,Artes,artes,223,61,9,0
SP,Campinas,Biologia,biologia,311,76,4,0
SP,Campinas,Sociologia,sociologia,145,64,4,0
SP,Campinas,Educação física,educacaofisica,937,73,9,0
SP,Campinas,Filosofia,filosofia,137,19,4,0
SP,Campinas,Física,fisica,49,20,4,0
SP,Campinas,Geografia,geografia,51,41,9,0
SP,Campinas,História,historia,128,52,9,0
SP,Campinas,Língua Portuguesa,linguaportuguesa,277,66,24,0
SP,Campinas,Matemática,matematica,179,44,24,0
SP,Campinas,Pedagogia,pedagogia,1629,195,160,0
SP,Campinas,Química,quimica,117,21,4,0
SP,JUNDIAI,Educação física,educacaofisica,286,7,6,0
SP,JUNDIAI,Física,fisica,0,0,3,0
SP,JUNDIAI,Geografia,geografia,0,3,6,0
SP,JUNDIAI,História,historia,51,11,6,0
SP,JUNDIAI,Matemática,matematica,54,4,17,13
SP,JUNDIAI,Artes,artes,50,2,6,4
SP,JUNDIAI,Pedagogia,pedagogia,732,107,150,43
SP,JUNDIAI,Química,quimica,0,0,3,0
SP,PINDAMONHANGABA,Matemática,matematica,45,12,6,0
SP,PINDAMONHANGABA,Pedagogia,pedagogia,112,11,48,37
SP,CAPIVARI,Química,quimica,41,4,1,0
SP,CARAGUATATUBA,Educação física,educacaofisica,7,16,3,0
SP,CARAGUATATUBA,Pedagogia,pedagogia,303,19,66,47
SP,CARAGUATATUBA,Física,fisica,42,2,1,0
SP,CARAGUATATUBA,Matemática,matematica,40,7,9,2
SP,CARAPICUIBA,Educação física,educacaofisica,608,5,5,0
SP,CARAPICUIBA,Pedagogia,pedagogia,561,52,96,44
SP,SAO JOAO DA BOA VISTA,Pedagogia,pedagogia,995,89,77,0
SP,CATANDUVA,Educação física,educacaofisica,20,10,2,0
SP,CATANDUVA,Pedagogia,pedagogia,260,26,45,19
SP,CATANDUVA,Química,quimica,43,9,1,0
SP,SANTOS,Língua Portuguesa,linguaportuguesa,665,44,18,0
SP,SANTOS,Matemática,matematica,307,14,18,4
SP,SAO CARLOS,Educação física,educacaofisica,554,12,2,0
SP,DIADEMA,Ciências,ciencias,423,48,3,0
SP,TABOAO DA SERRA,Educação física,educacaofisica,350,7,4,0
SP,LIMEIRA,História,historia,0,0,5,0
SP,LIMEIRA,Inglês,ingles,40,2,5,3
SP,LIMEIRA,Língua Portuguesa,linguaportuguesa,40,6,14,8
SP,LIMEIRA,Artes,artes,103,30,5,0
SP,LIMEIRA,Pedagogia,pedagogia,980,115,118,3
SP,SAO JOAO DA BOA VISTA,História,historia,166,9,3,0
SP,FERNANDOPOLIS,Educação física,educacaofisica,60,14,2,0
SP,FERNANDOPOLIS,Pedagogia,pedagogia,100,25,27,2
SP,FERNANDOPOLIS,Biologia,biologia,50,7,1,0
SP,FERNANDOPOLIS,História,historia,50,11,2,0
SP,FERNANDOPOLIS,Matemática,matematica,50,6,3,0
SP,FERNANDOPOLIS,Química,quimica,50,1,1,0
SP,FRANCA,História,historia,61,64,3,0
SP,FRANCA,Educação física,educacaofisica,7,10,3,0
SP,FRANCA,Pedagogia,pedagogia,344,54,53,0
SP,FRANCA,Inglês,ingles,158,10,3,0
SP,FRANCA,Língua Portuguesa,linguaportuguesa,163,7,9,2
SP,FRANCA,Matemática,matematica,65,13,9,0
SP,CAIEIRAS,Pedagogia,pedagogia,100,0,123,100
SP,MARILIA,Pedagogia,pedagogia,482,69,58,0
SP,GUARATINGUETA,Física,fisica,0,5,1,0
SP,GUARATINGUETA,Matemática,matematica,27,7,11,4
SP,SANTOS,Educação física,educacaofisica,774,26,6,0
SP,Guarulhos,Sociologia,sociologia,40,36,5,0
SP,Guarulhos,Filosofia,filosofia,120,24,5,0
SP,Guarulhos,História,historia,213,87,10,0
SP,Guarulhos,Língua Portuguesa,linguaportuguesa,230,179,28,0
SP,Guarulhos,Pedagogia,pedagogia,1788,270,146,0
SP,Guarulhos,Educação física,educacaofisica,977,0,10,10
SP,Guarulhos,Artes,artes,0,0,10,0
SP,Guarulhos,Matemática,matematica,81,21,28,7
SP,SUMARE,Educação física,educacaofisica,50,3,4,1
SP,SUMARE,Pedagogia,pedagogia,319,32,91,59
SP,SUMARE,Matemática,matematica,41,1,12,11
SP,TAQUARITINGA,Pedagogia,pedagogia,552,53,39,0
SP,ANDRADINA,Biologia,biologia,0,19,1,0
SP,ANDRADINA,Física,fisica,53,4,1,0
SP,ANDRADINA,Matemática,matematica,53,17,3,0
SP,ANDRADINA,Pedagogia,pedagogia,1123,33,33,0
SP,CAPIVARI,Educação física,educacaofisica,6,5,3,0
SP,SAO VICENTE,Pedagogia,pedagogia,896,68,161,93
SP,ITAPECERICA DA SERRA,Pedagogia,pedagogia,100,15,36,21
SP,ITAPETININGA,Biologia,biologia,52,3,1,0
SP,ITAPETININGA,Educação física,educacaofisica,149,27,3,0
SP,ITAPETININGA,Física,fisica,43,7,1,0
SP,ITAPETININGA,Matemática,matematica,46,5,8,3
SP,ITAPEVA,Educação física,educacaofisica,79,4,2,0
SP,ITAPEVA,Pedagogia,pedagogia,80,15,35,20
SP,ITAPEVI,Pedagogia,pedagogia,579,35,150,115
SP,ITAQUAQUECETUBA,Pedagogia,pedagogia,406,19,76,57
SP,ITAQUAQUECETUBA,Língua Portuguesa,linguaportuguesa,46,0,12,12
SP,ITAQUAQUECETUBA,Matemática,matematica,49,11,12,1
SP,ITARARE,Educação física,educacaofisica,32,10,2,0
SP,ITARARE,História,historia,32,6,2,0
SP,ITARARE,Língua Portuguesa,linguaportuguesa,99,13,3,0
SP,ITARARE,Matemática,matematica,32,13,3,0
SP,ITARARE,Pedagogia,pedagogia,32,12,22,10
SP,ITU,Educação física,educacaofisica,5,8,5,0
SP,ITU,História,historia,160,0,5,5
SP,SAO JOAQUIM DA BARRA,História,historia,0,0,2,0
SP,SAO JOAQUIM DA BARRA,Matemática,matematica,55,0,6,6
SP,SAO JOAQUIM DA BARRA,Pedagogia,pedagogia,55,10,46,36
SP,JABOTICABAL,Biologia,biologia,100,20,1,0
SP,JABOTICABAL,Geografia,geografia,100,1,2,1
SP,JABOTICABAL,História,historia,100,6,2,0
SP,JABOTICABAL,Inglês,ingles,150,2,2,0
SP,JABOTICABAL,Matemática,matematica,120,4,6,2
SP,JACAREI,Pedagogia,pedagogia,290,30,72,42
SP,JALES,Biologia,biologia,110,6,1,0
SP,JALES,Educação física,educacaofisica,70,41,2,0
SP,JALES,História,historia,50,4,2,0
SP,JALES,Matemática,matematica,50,1,3,2
SP,JALES,Pedagogia,pedagogia,110,19,32,13
SP,JUNDIAI,Biologia,biologia,231,0,3,3
SP,LIMEIRA,Educação física,educacaofisica,230,27,5,0
SP,LINS,Pedagogia,pedagogia,60,9,28,19
SP,GUARATINGUETA,Biologia,biologia,120,14,1,0
SP,GUARATINGUETA,Pedagogia,pedagogia,140,14,69,55
SP,GUARATINGUETA,Educação física,educacaofisica,8,5,3,0
SP,GUARATINGUETA,História,historia,8,8,3,0
SP,CAIEIRAS,Educação física,educacaofisica,200,16,6,0
SP,CAIEIRAS,Língua Portuguesa,linguaportuguesa,100,12,16,4
SP,CAIEIRAS,Inglês,ingles,100,7,6,0
SP,MARILIA,Sociologia,sociologia,36,39,1,0
SP,MARILIA,Filosofia,filosofia,60,20,1,0
SP,MARILIA,Educação física,educacaofisica,100,2,2,0
SP,MAUA,Pedagogia,pedagogia,244,49,76,27
SP,MOGI DAS CRUZES,Educação física,educacaofisica,4,9,3,0
SP,MOGI DAS CRUZES,Pedagogia,pedagogia,921,55,51,0
SP,MOGI MIRIM,História,historia,50,0,4,4
SP,MOGI MIRIM,Inglês,ingles,90,0,4,4
SP,JOSE BONIFACIO,História,historia,154,10,2,0
SP,JOSE BONIFACIO,Pedagogia,pedagogia,379,17,43,26
SP,OSASCO,Educação física,educacaofisica,280,13,5,0
SP,OSASCO,Geografia,geografia,110,2,5,3
SP,OSASCO,História,historia,140,4,5,1
SP,OSASCO,Matemática,matematica,240,1,13,12
SP,OSASCO,Pedagogia,pedagogia,568,78,101,23
SP,OSASCO,Química,quimica,170,3,3,0
SP,OURINHOS,Geografia,geografia,0,24,2,0
SP,OURINHOS,Artes,artes,75,6,2,0
SP,OURINHOS,Educação física,educacaofisica,500,9,2,0
SP,OURINHOS,Pedagogia,pedagogia,408,6,43,37
SP,PENAPOLIS,Pedagogia,pedagogia,60,12,20,8
SP,SAO VICENTE,Educação física,educacaofisica,312,20,8,0
