sg_uf,regional,curso,no_curso_aj,vagas,concluintes,demanda,qtd_bolsas_elegiveis
SC,Coordenadoria Regional de Educação de Canoinhas,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Concórdia,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Curitibanos,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Dionísio Cerqueira,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Ibirama,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Itajaí,Biologia,biologia,0,0,2,0
SC,Coordenadoria Regional de Educação de Itapiranga,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Ituporanga,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Jaraguá do Sul,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Joaçaba,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Laguna,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Maravilha,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Palmitos,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Rio do Sul,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de São Bento do Sul,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de São Joaquim,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de São Lourenço do Oeste,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de São Miguel do Oeste,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Seara,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Taió,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Timbó,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Videira,Biologia,biologia,0,0,1,0
SC,Coordenadoria Regional de Educação de Xanxerê,Biologia,biologia,0,0,1,0
MA,bacabal,Biologia,biologia,0,0,1,0
MA,barra do corda,Biologia,biologia,0,0,1,0
MA,presidente dutra,Biologia,biologia,0,0,1,0
MA,santa ines,Biologia,biologia,0,0,1,0
SE,DRE01,Biologia,biologia,0,0,1,0
SE,DRE04,Biologia,biologia,0,0,1,0
SE,DRE05,Biologia,biologia,0,0,1,0
SE,DRE06,Biologia,biologia,0,0,1,0
SE,DRE07,Biologia,biologia,0,0,1,0
SE,DRE09,Biologia,biologia,0,0,1,0
RN,2,Biologia,biologia,0,0,1,0
RN,3,Biologia,biologia,0,0,1,0
RN,4,Biologia,biologia,0,0,1,0
RN,5,Biologia,biologia,0,0,1,0
RN,7,Biologia,biologia,0,0,1,0
RN,8,Biologia,biologia,0,0,1,0
RN,9,Biologia,biologia,0,0,1,0
RN,10,Biologia,biologia,0,0,1,0
RN,11,Biologia,biologia,0,0,1,0
RN,13,Biologia,biologia,0,0,1,0
RN,14,Biologia,biologia,0,0,1,0
RN,15,Biologia,biologia,0,0,1,0
AM,Norte Amazonense,Biologia,biologia,0,0,1,0
RS,13º CRE (Bagé),Computação,computacao,0,0,2,0
RS,7º CRE (Passo Fundo),Computação,computacao,0,0,4,0
RS,24º CRE (Cachoeira do Sul),Computação,computacao,0,0,2,0
RS,36º CRE (Ijuí),Computação,computacao,0,0,2,0
RS,17º CRE (Santa Rosa),Computação,computacao,0,0,2,0
RS,10º CRE (Uruguaiana),Computação,computacao,0,0,3,0
RS,39º CRE (Carazinho),Computação,computacao,0,0,2,0
RS,20º CRE (Palmeira das Missões),Computação,computacao,0,0,3,0
RS,25º CRE (Soledade),Computação,computacao,0,0,2,0
RS,2º CRE (São Leopoldo),Computação,computacao,0,0,11,0
RS,28º CRE (Gravataí),Computação,computacao,0,0,7,0
RS,16º CRE (Bento Gonçalves),Computação,computacao,0,0,3,0
RS,3º CRE (Estrela),Computação,computacao,0,0,3,0
RS,4º CRE (Caxias do Sul),Computação,computacao,0,0,6,0
RS,12º CRE (Guaíba),Computação,computacao,0,0,4,0
RS,15º CRE (Erechim),Computação,computacao,0,0,3,0
RS,9º CRE (Cruz Alta),Computação,computacao,0,0,2,0
RS,23º CRE (Vacaria),Computação,computacao,0,0,2,0
RS,32º CRE (São Luiz Gonzaga),Computação,computacao,0,0,2,0
RS,8º CRE (Santa Maria),Computação,computacao,0,0,4,0
RS,27º CRE (Canoas),Computação,computacao,0,0,5,0
RS,35º CRE (São Borja),Computação,computacao,0,0,2,0
RS,18º CRE (Rio Grande),Computação,computacao,0,0,3,0
RS,1º CRE (Porto Alegre),Computação,computacao,0,0,9,0
RS,19º CRE (Santana do Livramento),Computação,computacao,0,0,2,0
GO,CRE-ÁGUAS LINDAS,Computação,computacao,0,0,2,0
GO,CRE-ANÁPOLIS,Computação,computacao,0,0,5,0
GO,CRE-APARECIDA,Computação,computacao,0,0,5,0
GO,CRE-CAMPOS BELOS,Computação,computacao,0,0,2,0
GO,CRE-CATALÃO,Computação,computacao,0,0,2,0
GO,CRE-CERES,Computação,computacao,0,0,2,0
GO,CRE-FORMOSA,Computação,computacao,0,0,2,0
GO,CRE-GOIANÉSIA,Computação,computacao,0,0,2,0
GO,CRE-GOIÂNIA,Computação,computacao,0,0,6,0
GO,CRE-GOIÁS,Computação,computacao,0,0,2,0
GO,CRE-GOIATUBA,Computação,computacao,0,0,2,0
GO,CRE-INHUMAS,Computação,computacao,0,0,2,0
GO,CRE-IPORÁ,Computação,computacao,0,0,2,0
GO,CRE-ITABERAI,Computação,computacao,0,0,2,0
GO,CRE-ITAPACI,Computação,computacao,0,0,2,0
GO,CRE-ITAPURANGA,Computação,computacao,0,0,2,0
GO,CRE-ITUMBIARA,Computação,computacao,0,0,2,0
GO,CRE-JATAI,Computação,computacao,0,0,2,0
GO,CRE-JUSSARA,Computação,computacao,0,0,2,0
GO,CRE-LUZIÂNIA,Computação,computacao,0,0,2,0
GO,CRE-MINAÇU,Computação,computacao,0,0,2,0
GO,CRE-MINEIROS,Computação,computacao,0,0,2,0
GO,CRE-MORRINHOS,Computação,computacao,0,0,2,0
GO,CRE-NOVO GAMA,Computação,computacao,0,0,3,0
GO,CRE-PALMEIRAS,Computação,computacao,0,0,2,0
GO,CRE-PIRACANJUBA,Computação,computacao,0,0,2,0
GO,CRE-PIRANHAS,Computação,computacao,0,0,2,0
GO,CRE-PIRES DO RIO,Computação,computacao,0,0,2,0
GO,CRE-PLANALTINA,Computação,computacao,0,0,2,0
GO,CRE-PORANGATU,Computação,computacao,0,0,2,0
GO,CRE-POSSE,Computação,computacao,0,0,2,0
GO,CRE-QUIRINÓPOLIS,Computação,computacao,0,0,2,0
GO,CRE-RIO VERDE,Computação,computacao,0,0,2,0
GO,CRE-RUBIATABA,Computação,computacao,0,0,2,0
GO,CRE-SANTA HELENA,Computação,computacao,0,0,2,0
GO,CRE-SÃO L. M. BELOS,Computação,computacao,0,0,2,0
GO,CRE-SÃO M. ARAGUAIA,Computação,computacao,0,0,2,0
GO,CRE-SILVÂNIA,Computação,computacao,0,0,2,0
GO,CRE-TRINDADE,Computação,computacao,0,0,2,0
GO,CRE-URUAÇU,Computação,computacao,0,0,2,0
ES,SRE Afonso Cláudio,Computação,computacao,0,0,2,0
ES,SRE Barra de São Francisco,Computação,computacao,0,0,2,0
ES,SRE Guaçuí,Computação,computacao,0,0,2,0
ES,SRE Vila Velha,Computação,computacao,0,0,4,0
ES,SRE Colatina,Computação,computacao,0,0,3,0
ES,SRE Linhares,Computação,computacao,0,0,3,0
ES,SRE Cachoeiro de Itapemirim,Computação,computacao,0,0,4,0
ES,SRE Nova Venécia,Computação,computacao,0,0,2,0
ES,SRE Cariacica,Computação,computacao,0,0,3,0
ES,SRE São Mateus,Computação,computacao,0,0,3,0
ES,SRE Carapina,Computação,computacao,0,0,6,0
MG,SRE ALMENARA,Computação,computacao,0,0,3,0
MG,SRE ARAÇUAÍ,Computação,computacao,0,0,3,0
MG,SRE BARBACENA,Computação,computacao,0,0,3,0
MG,SRE CAMPO BELO,Computação,computacao,0,0,2,0
MG,SRE CARANGOLA,Computação,computacao,0,0,2,0
MG,SRE CARATINGA,Computação,computacao,0,0,3,0
MG,SRE CAXAMBU,Computação,computacao,0,0,2,0
MG,SRE CORONEL FABRICIANO,Computação,computacao,0,0,3,0
MG,SRE CURVELO,Computação,computacao,0,0,2,0
MG,SRE DIAMANTINA,Computação,computacao,0,0,4,0
MG,SRE DIVINÓPOLIS,Computação,computacao,0,0,6,0
MG,SRE GOVERNADOR VALADARES,Computação,computacao,0,0,5,0
MG,SRE GUANHÃES,Computação,computacao,0,0,3,0
MG,SRE ITAJUBÁ,Computação,computacao,0,0,2,0
MG,SRE ITUIUTABA,Computação,computacao,0,0,2,0
MG,SRE JANAÚBA,Computação,computacao,0,0,3,0
MG,SRE JANUÁRIA,Computação,computacao,0,0,6,0
MG,SRE JUIZ DE FORA,Computação,computacao,0,0,6,0
MG,SRE LEOPOLDINA,Computação,computacao,0,0,2,0
MG,SRE MANHUAÇU,Computação,computacao,0,0,3,0
MG,SRE METROPOLITANA A,Computação,computacao,0,0,3,0
MG,Belo Horizonte,Computação,computacao,0,0,13,0
MG,SRE METROPOLITANA B,Computação,computacao,0,0,11,0
MG,SRE METROPOLITANA C,Computação,computacao,0,0,7,0
MG,SRE MONTE CARMELO,Computação,computacao,0,0,2,0
MG,SRE MONTES CLAROS,Computação,computacao,0,0,8,0
MG,SRE MURIAÉ,Computação,computacao,0,0,2,0
MG,SRE NOVA ERA,Computação,computacao,0,0,2,0
MG,SRE OURO PRETO,Computação,computacao,0,0,2,0
MG,SRE PARÁ DE MINAS,Computação,computacao,0,0,3,0
MG,SRE PARACATU,Computação,computacao,0,0,2,0
MG,SRE PASSOS,Computação,computacao,0,0,2,0
MG,SRE PATOS DE MINAS,Computação,computacao,0,0,3,0
MG,SRE PATROCÍNIO,Computação,computacao,0,0,2,0
MG,SRE PIRAPORA,Computação,computacao,0,0,2,0
MG,SRE POÇOS DE CALDAS,Computação,computacao,0,0,3,0
MG,SRE PONTE NOVA,Computação,computacao,0,0,3,0
MG,SRE POUSO ALEGRE,Computação,computacao,0,0,4,0
MG,SRE SÃO JOÃO DEL REI,Computação,computacao,0,0,2,0
MG,SRE SÃO SEBASTIÃO DO PARAÍSO,Computação,computacao,0,0,2,0
MG,SRE SETE LAGOAS,Computação,computacao,0,0,3,0
MG,SRE TEÓFILO OTONI,Computação,computacao,0,0,6,0
MG,SRE UBÁ,Computação,computacao,0,0,2,0
MG,SRE UBERABA,Computação,computacao,0,0,6,0
MG,SRE UNAÍ,Computação,computacao,0,0,2,0
SP,ADAMANTINA,Computação,computacao,0,0,2,0
SP,JOSE BONIFACIO,Computação,computacao,0,0,2,0
SP,SAO JOAO DA BOA VISTA,Computação,computacao,0,0,3,0
SP,MOGI MIRIM,Computação,computacao,0,0,4,0
SP,AVARE,Computação,computacao,0,0,2,0
SP,PIRACICABA,Computação,computacao,0,0,3,0
SP,BAURU,Computação,computacao,0,0,4,0
SP,ITAPETININGA,Computação,computacao,0,0,3,0
SP,PRESIDENTE PRUDENTE,Computação,computacao,0,0,2,0
SP,BARRETOS,Computação,computacao,0,0,2,0
SP,RIBEIRAO PRETO,Computação,computacao,0,0,5,0
SP,PENAPOLIS,Computação,computacao,0,0,2,0
SP,SAO ROQUE,Computação,computacao,0,0,3,0
SP,VOTUPORANGA,Computação,computacao,0,0,2,0
SP,MARILIA,Computação,computacao,0,0,2,0
SP,AMERICANA,Computação,computacao,0,0,4,0
SP,ARARAQUARA,Computação,computacao,0,0,3,0
SP,PIRASSUNUNGA,Computação,computacao,0,0,3,0
SP,ANDRADINA,Computação,computacao,0,0,2,0
SP,BOTUCATU,Computação,computacao,0,0,3,0
SP,GUARATINGUETA,Computação,computacao,0,0,3,0
SP,JALES,Computação,computacao,0,0,2,0
SP,APIAI,Computação,computacao,0,0,2,0
SP,ARACATUBA,Computação,computacao,0,0,2,0
SP,VOTORANTIM,Computação,computacao,0,0,2,0
SP,SAO JOAQUIM DA BARRA,Computação,computacao,0,0,2,0
SP,TUPA,Computação,computacao,0,0,2,0
SP,CATANDUVA,Computação,computacao,0,0,2,0
SP,LIMEIRA,Computação,computacao,0,0,5,0
SP,JACAREI,Computação,computacao,0,0,3,0
SP,ASSIS,Computação,computacao,0,0,2,0
SP,BRAGANCA PAULISTA,Computação,computacao,0,0,3,0
SP,SAO JOSE DO RIO PRETO,Computação,computacao,0,0,4,0
SP,ITARARE,Computação,computacao,0,0,2,0
SP,JAU,Computação,computacao,0,0,3,0
SP,REGISTRO,Computação,computacao,0,0,2,0
SP,SERTAOZINHO,Computação,computacao,0,0,2,0
SP,ITAPEVI,Computação,computacao,0,0,7,0
SP,JABOTICABAL,Computação,computacao,0,0,2,0
SP,OURINHOS,Computação,computacao,0,0,2,0
SP,SANTOS,Computação,computacao,0,0,6,0
SP,BIRIGUI,Computação,computacao,0,0,2,0
SP,MOGI DAS CRUZES,Computação,computacao,0,0,3,0
SP,ITU,Computação,computacao,0,0,5,0
SP,TAQUARITINGA,Computação,computacao,0,0,2,0
SP,ITAPEVA,Computação,computacao,0,0,2,0
SP,TAUBATE,Computação,computacao,0,0,4,0
SP,LINS,Computação,computacao,0,0,2,0
SP,CAIEIRAS,Computação,computacao,0,0,6,0
SP,SANTO ANASTACIO,Computação,computacao,0,0,2,0
SP,Campinas,Computação,computacao,0,0,9,0
SP,JUNDIAI,Computação,computacao,0,0,6,0
SP,PINDAMONHANGABA,Computação,computacao,0,0,2,0
SP,CAPIVARI,Computação,computacao,0,0,3,0
SP,CARAGUATATUBA,Computação,computacao,0,0,3,0
SP,CARAPICUIBA,Computação,computacao,0,0,5,0
SP,SAO CARLOS,Computação,computacao,0,0,2,0
SP,FRANCA,Computação,computacao,0,0,3,0
SP,DIADEMA,Computação,computacao,0,0,4,0
SP,TABOAO DA SERRA,Computação,computacao,0,0,4,0
SP,ITAPECERICA DA SERRA,Computação,computacao,0,0,2,0
SP,MIRANTE DO PARANAPANEMA,Computação,computacao,0,0,2,0
SP,FERNANDOPOLIS,Computação,computacao,0,0,2,0
SP,PIRAJU,Computação,computacao,0,0,2,0
SP,SUZANO,Computação,computacao,0,0,4,0
SP,Guarulhos,Computação,computacao,0,0,10,0
SP,SUMARE,Computação,computacao,0,0,4,0
SP,MIRACATU,Computação,computacao,0,0,2,0
SP,SAO VICENTE,Computação,computacao,0,0,8,0
SP,ITAQUAQUECETUBA,Computação,computacao,0,0,4,0
SP,MAUA,Computação,computacao,0,0,4,0
SP,SAO JOSE DOS CAMPOS,Computação,computacao,0,0,5,0
SP,OSASCO,Computação,computacao,0,0,5,0
SP,SANTO ANDRE,Computação,computacao,0,0,4,0
SP,SAO BERNARDO DO CAMPO,Computação,computacao,0,0,6,0
SP,São Paulo,Computação,computacao,0,0,69,0
SP,SOROCABA,Computação,computacao,0,0,4,0
MS,CRE 1,Computação,computacao,0,0,2,0
MS,CRE 2,Computação,computacao,0,0,2,0
MS,CRE 3,Computação,computacao,0,0,2,0
MS,CRE 4,Computação,computacao,0,0,2,0
MS,CRE 5,Computação,computacao,0,0,3,0
MS,CRE 8,Computação,computacao,0,0,2,0
MS,CRE 10,Computação,computacao,0,0,2,0
MS,CRE 11,Computação,computacao,0,0,2,0
MS,CRE 12,Computação,computacao,0,0,2,0
MS,Campo Grande,Computação,computacao,0,0,6,0
PE,METROPOLITANA NORTE,Computação,computacao,0,0,2,0
PE,METROPOLITANA SUL,Computação,computacao,0,0,8,0
PE,MATA CENTRO (VITÓRIA DE SANTO ANTÃO),Computação,computacao,0,0,4,0
PE,MATA SUL (PALMARES),Computação,computacao,0,0,4,0
PE,VALE DO CAPIBARIBE (LIMOEIRO),Computação,computacao,0,0,3,0
PE,AGRESTE CENTRO NORTE (CARUARU),Computação,computacao,0,0,7,0
PE,SERTÃO DO MOXOTÓ IPANEMA (ARCOVERDE),Computação,computacao,0,0,5,0
PE,SERTÃO DO SUBMÉDIO SÃO FRANCISCO (FLORESTA),Computação,computacao,0,0,3,0
PE,SERTÃO CENTRAL (SALGUEIRO),Computação,computacao,0,0,2,0
PE,SERTÃO DO ARARIPE (ARARIPINA),Computação,computacao,0,0,3,0
MT,ALTA FLORESTA,Computação,computacao,0,0,2,0
MT,TANGARÁ DA SERRA,Computação,computacao,0,0,3,0
MT,CUIABÁ,Computação,computacao,0,0,5,0
MT,DIAMANTINO,Computação,computacao,0,0,2,0
MT,BARRA DO GARÇAS,Computação,computacao,0,0,3,0
MT,VÁRZEA GRANDE,Computação,computacao,0,0,3,0
MT,PRIMAVERA DO LESTE,Computação,computacao,0,0,2,0
MT,PONTES E LACERDA,Computação,computacao,0,0,2,0
MT,MATUPÁ,Computação,computacao,0,0,2,0
MT,JUINA,Computação,computacao,0,0,3,0
MT,CONFRESA,Computação,computacao,0,0,2,0
RJ,BAIXADAS LITÔRANEAS,Computação,computacao,0,0,8,0
RJ,CENTRO-SUL,Computação,computacao,0,0,3,0
RJ,METROPOLITANA I,Computação,computacao,0,0,5,0
RJ,METROPOLITANA II,Computação,computacao,0,0,6,0
RJ,METROPOLITANA V,Computação,computacao,0,0,2,0
RJ,METROPOLITANA VII,Computação,computacao,0,0,5,0
RJ,NORTE FLUMINENSE,Computação,computacao,0,0,9,0
RJ,SERRANA I,Computação,computacao,0,0,6,0
RJ,SERRANA II,Computação,computacao,0,0,4,0
PB,João Pessoa,Computação,computacao,0,0,9,0
PB,Guarabira,Computação,computacao,0,0,3,0
PB,Cuité,Computação,computacao,0,0,2,0
PB,Monteiro,Computação,computacao,0,0,2,0
PB,Itaporanga,Computação,computacao,0,0,2,0
PB,Catolé do Rocha,Computação,computacao,0,0,2,0
PB,Cajazeiras,Computação,computacao,0,0,2,0
PB,Sousa,Computação,computacao,0,0,2,0
PB,Princesa Isabel,Computação,computacao,0,0,2,0
PB,Itabaiana,Computação,computacao,0,0,3,0
PB,Pombal,Computação,computacao,0,0,2,0
PR,AREA METROPOLITANA NORTE,Computação,computacao,0,0,6,0
PR,AREA METROPOLITANA SUL,Computação,computacao,0,0,8,0
PR,ASSIS CHATEAUBRIAND,Computação,computacao,0,0,2,0
PR,CAMPO MOURAO,Computação,computacao,0,0,2,0
PR,CASCAVEL,Computação,computacao,0,0,4,0
PR,CIANORTE,Computação,computacao,0,0,2,0
PR,CURITIBA,Computação,computacao,0,0,11,0
PR,DOIS VIZINHOS,Computação,computacao,0,0,2,0
PR,FOZ DO IGUACU,Computação,computacao,0,0,3,0
PR,GOIOERE,Computação,computacao,0,0,2,0
PR,GUARAPUAVA,Computação,computacao,0,0,2,0
PR,IBAITI,Computação,computacao,0,0,2,0
PR,IRATI,Computação,computacao,0,0,2,0
PR,IVAIPORA,Computação,computacao,0,0,2,0
PR,JACAREZINHO,Computação,computacao,0,0,2,0
PR,LARANJEIRAS DO SUL,Computação,computacao,0,0,2,0
PR,LOANDA,Computação,computacao,0,0,2,0
PR,LONDRINA,Computação,computacao,0,0,6,0
PR,MARINGA,Computação,computacao,0,0,5,0
PR,PARANAGUA,Computação,computacao,0,0,3,0
PR,PARANAVAI,Computação,computacao,0,0,2,0
PR,PATO BRANCO,Computação,computacao,0,0,3,0
PR,PITANGA,Computação,computacao,0,0,2,0
PR,PONTA GROSSA,Computação,computacao,0,0,5,0
PR,TELEMACO BORBA,Computação,computacao,0,0,2,0
PR,UMUARAMA,Computação,computacao,0,0,2,0
PR,UNIAO DA VITORIA,Computação,computacao,0,0,2,0
PR,WENCESLAU BRAZ,Computação,computacao,0,0,2,0
RO,ALTA FLORESTA,Computação,computacao,0,0,2,0
RO,ARIQUEMES,Computação,computacao,0,0,2,0
RO,BURITIS,Computação,computacao,0,0,2,0
RO,CACOAL,Computação,computacao,0,0,2,0
RO,CEREJEIRAS,Computação,computacao,0,0,2,0
RO,COSTA MARQUES,Computação,computacao,0,0,2,0
RO,Guajará-Mirim,Computação,computacao,0,0,2,0
RO,ESPIGÃO D' OESTE,Computação,computacao,0,0,2,0
RO,EXTREMA,Computação,computacao,0,0,2,0
RO,GUAJARÁ-MIRIM,Computação,computacao,0,0,2,0
RO,JARU,Computação,computacao,0,0,2,0
RO,JI-PARANÁ,Computação,computacao,0,0,2,0
RO,MACHADINHO,Computação,computacao,0,0,2,0
RO,OURO PRETO,Computação,computacao,0,0,2,0
RO,PIMENTA BUENO,Computação,computacao,0,0,2,0
RO,ROLIM DE MOURA,Computação,computacao,0,0,2,0
RO,SÃO FRANCISCO,Computação,computacao,0,0,2,0
RO,VILHENA,Computação,computacao,0,0,2,0
TO,ARAGUAINA,Computação,computacao,0,0,3,0
TO,ARRAIAS,Computação,computacao,0,0,2,0
TO,GUARAI,Computação,computacao,0,0,2,0
TO,GURUPI,Computação,computacao,0,0,2,0
TO,MIRACEMA DO TOCANTINS,Computação,computacao,0,0,2,0
TO,PALMAS,Computação,computacao,0,0,3,0
TO,PARAISO DO TOCANTINS,Computação,computacao,0,0,2,0
TO,PEDRO AFONSO,Computação,computacao,0,0,2,0
TO,TOCANTINOPOLIS,Computação,computacao,0,0,2,0
BA,1,Computação,computacao,0,0,4,0
BA,2,Computação,computacao,0,0,6,0
BA,3,Computação,computacao,0,0,5,0
BA,4,Computação,computacao,0,0,7,0
BA,5,Computação,computacao,0,0,7,0
BA,7,Computação,computacao,0,0,4,0
BA,8,Computação,computacao,0,0,3,0
BA,9,Computação,computacao,0,0,3,0
BA,10,Computação,computacao,0,0,6,0
BA,11,Computação,computacao,0,0,6,0
BA,12,Computação,computacao,0,0,2,0
BA,14,Computação,computacao,0,0,3,0
BA,13,Computação,computacao,0,0,4,0
BA,15,Computação,computacao,0,0,3,0
BA,17,Computação,computacao,0,0,4,0
BA,18,Computação,computacao,0,0,6,0
BA,19,Computação,computacao,0,0,8,0
BA,20,Computação,computacao,0,0,7,0
BA,22,Computação,computacao,0,0,3,0
BA,23,Computação,computacao,0,0,3,0
BA,24,Computação,computacao,0,0,2,0
PA,abaetetuba,Computação,computacao,0,0,8,0
PA,afuá,Computação,computacao,0,0,3,0
PA,altamira,Computação,computacao,0,0,5,0
PA,ananindeua,Computação,computacao,0,0,3,0
PA,Benevides,Computação,computacao,0,0,2,0
PA,Bragança,Computação,computacao,0,0,5,0
PA,Breves,Computação,computacao,0,0,8,0
PA,cametá,Computação,computacao,0,0,4,0
PA,capanema,Computação,computacao,0,0,3,0
PA,conceição do araguaia,Computação,computacao,0,0,3,0
PA,curralinho,Computação,computacao,0,0,4,0
PA,itaituba,Computação,computacao,0,0,4,0
PA,Mãe do rio,Computação,computacao,0,0,4,0
PA,Marabá,Computação,computacao,0,0,2,0
PA,Maracanã,Computação,computacao,0,0,2,0
PA,Monte alegre,Computação,computacao,0,0,4,0
PA,Óbidos,Computação,computacao,0,0,5,0
PA,Parauapebas,Computação,computacao,0,0,3,0
PA,santa Bárbara,Computação,computacao,0,0,2,0
PA,santa izabel do Pará,Computação,computacao,0,0,4,0
PA,cachoeira do arari,Computação,computacao,0,0,2,0
PA,tucuruí,Computação,computacao,0,0,4,0
PA,Xinguara,Computação,computacao,0,0,3,0
AC,JURUÁ,Computação,computacao,0,0,4,0
AC,TARAUACÁ / ENVIRA,Computação,computacao,0,0,3,0
AC,PURUS,Computação,computacao,0,0,2,0
AC,ALTO ACRE,Computação,computacao,0,0,2,0
AC,BAIXO ACRE,Computação,computacao,0,0,5,0
AL,1a GEE,Computação,computacao,0,0,2,0
AL,Maceió,Computação,computacao,0,0,5,0
AL,2a GEE,Computação,computacao,0,0,2,0
AL,3a GEE,Computação,computacao,0,0,2,0
AL,4a GEE,Computação,computacao,0,0,2,0
AL,5a GEE,Computação,computacao,0,0,4,0
AL,6a GEE,Computação,computacao,0,0,2,0
AL,7a GEE,Computação,computacao,0,0,2,0
AL,8a GEE,Computação,computacao,0,0,2,0
AL,9a GEE,Computação,computacao,0,0,2,0
AL,10a GEE,Computação,computacao,0,0,2,0
AL,11a GEE,Computação,computacao,0,0,2,0
AL,12a GEE,Computação,computacao,0,0,2,0
CE,SEFOR,Computação,computacao,0,0,13,0
CE,CREDE 01,Computação,computacao,0,0,7,0
CE,CREDE 02,Computação,computacao,0,0,7,0
CE,CREDE 03,Computação,computacao,0,0,3,0
CE,CREDE 04,Computação,computacao,0,0,2,0
CE,CREDE 05,Computação,computacao,0,0,4,0
CE,CREDE 06,Computação,computacao,0,0,5,0
CE,CREDE 07,Computação,computacao,0,0,2,0
CE,CREDE 08,Computação,computacao,0,0,3,0
CE,CREDE 09,Computação,computacao,0,0,3,0
CE,CREDE 10,Computação,computacao,0,0,3,0
CE,CREDE 11,Computação,computacao,0,0,2,0
CE,CREDE 12,Computação,computacao,0,0,3,0
CE,CREDE 13,Computação,computacao,0,0,3,0
CE,CREDE 14,Computação,computacao,0,0,2,0
CE,CREDE 15,Computação,computacao,0,0,2,0
CE,CREDE 17,Computação,computacao,0,0,2,0
CE,CREDE 18,Computação,computacao,0,0,3,0
CE,CREDE 19,Computação,computacao,0,0,3,0
CE,CREDE 20,Computação,computacao,0,0,3,0
PI,01ª,Computação,computacao,0,0,3,0
PI,02ª,Computação,computacao,0,0,3,0
PI,03ª,Computação,computacao,0,0,2,0
PI,05ª,Computação,computacao,0,0,2,0
PI,06ª,Computação,computacao,0,0,2,0
PI,07ª,Computação,computacao,0,0,2,0
PI,08ª,Computação,computacao,0,0,2,0
PI,09ª,Computação,computacao,0,0,2,0
PI,10ª,Computação,computacao,0,0,2,0
PI,11ª,Computação,computacao,0,0,2,0
PI,12ª,Computação,computacao,0,0,2,0
PI,13ª,Computação,computacao,0,0,2,0
PI,14ª,Computação,computacao,0,0,2,0
PI,15ª,Computação,computacao,0,0,2,0
PI,16ª,Computação,computacao,0,0,2,0
PI,17ª,Computação,computacao,0,0,2,0
PI,18ª,Computação,computacao,0,0,3,0
SC,Coordenadoria Regional de Educação de Araranguá,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Braço do Norte,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Caçador,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Campos Novos,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Canoinhas,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Chapecó,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Concórdia,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Curitibanos,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Dionísio Cerqueira,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Florianópolis,Computação,computacao,0,0,8,0
SC,Coordenadoria Regional de Educação de Ibirama,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Itapiranga,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Ituporanga,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Jaraguá do Sul,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Joinville,Computação,computacao,0,0,6,0
SC,Coordenadoria Regional de Educação de Laguna,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Maravilha,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Palmitos,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de Rio do Sul,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de São Bento do Sul,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de São Joaquim,Computação,computacao,0,0,2,0
SC,Coordenadoria Regional de Educação de São Lourenço do Oeste,Computação,computacao,0,0,2,0
